"","AOS60","species","lon.b","lat.b","lon.w","lat.w","dst.km","area.b","area.w","area.r","area.p","Common.Name","Scientific.Name","group","order","family","taxonomic.notes","Canada","USA","Mexico","C.America","Mig.Status","Introduced","Nonbreeding.only","PS.g","PS.g_s","PS.g_com","Global.Pop.Size","Global.Pop.Size.","Pop.Size_US.Ca","Pop.Size_US.Ca.","PopYr","Pop.Size_US.Ca_s","Pop.Size_US.Ca_com","X.GL_WH","X.WH_US.Ca","X..Breeding.Pop.in.US...Canada","X..Breeding.Pop.in.US...Canada.","X.Pop_s","BD.g","BD.area","BD.g_s","BD.g_com","ND.g","ND.area","ND.g_s","ND.g_com","TB.c","TB.c_s","TB.c_com","TN.c","TN.c_s","TN.c_com","PT.c","PT.c_s","PT.c_com","trend....yr.","trend.source","lcl_90.CI","ucl_90.CI","lcl_67.CI","ucl_67.CI","RA","DF","pop.change","pop.change.90..lcl","pop.change.90..ucl","Half.Life","CCS.b","CCS.n","CCS.max","Continental.Importance","IUCN.Red.List.2018","Urban","Agriculture","Breeding.Biome","Nonbreeding.Biome","Primary.Breeding.Habitat","Secondary.Breeding.Habitat","Primary.Nonbreeding.Habitat","Secondary.Nonbreeding.Habitat","IOC..","Latin..BirdLife...IOC...Clements.","English","Gill.et.al.2020..IOC.World.Bird.List..v10.2.","HBW.and.BirdLife.International..2019.","eBird.Clements.Checklist.v2019","IOC.present","HBW.BL.present","Clements.present","OtLatin","OtLat2","OtEnglish","Order","Family","Genus","Species","IUCN.Red.List.category","Restricted.Range","Country.Endemic","ISL","RLM","LAT","HEM","Average.Body.Mass","F","BM","WD","SH","SV","G","PL","R","D","A","RV","C","W","SE","O","Primary.Habitat","HB","Birdlife.Forest.Dependency","DB","Primary.Diet","IN","FR","NE","SE.1","VE","FI","SC","PL.1","MS","Foraging.Layer","LayH1","LayH2","LayMn","Flock","Carn.sum","Herb.sum","Nest","SBS","H1","H2","H.Avg","Clutch..Min","Clutch.Max","Clutch.Ave","Inc1","Inc2","Fledge","Fld2","Fld2.fld1","Mig","Alt","Irreg","Disp","Known.Bird.Annual.Survival","Known.Bird.Age.at.First.Breeding","Known.Bird.Longevity","Modelled.Bird.Annual.Survival","Modelled.Bird.Age.at.first.breeding","Modelled.Bird.Longevity","Modelled.Bird.GenLength","SpcAuthority"
"677",955,"Melanerpes carolinus",-88.00374742,36.96153032,-88.00374742,36.96153032,0,307416,307416,307416,0,"Red-bellied Woodpecker","Melanerpes carolinus","landbird","Piciformes","Picidae","Monotypic.",1,1,0,0,"R",NA,NA,2,"PIFcalc19","","16,000,000",16000000,"16,000,000",16000000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(UsCa)",2,2980666,"Natureserve 3.0","",2,2980666,"Natureserve 3.0","NS and BNA maps very close. Keep new NS scores.",2,"PIFTC-02","DD='no known threats to breeding population or habitats.",2,"PIFTC-02","DD='no known threats to nonbreeding population or habitats.",1,"BBS7017","",1.049,"BBS7017",0.96,1.13,1.001,1.094,6.028,2039,63.2507434,57.1605021,69.6425551,NA,7,7,7,"","LC","yes","","Eastern Temperate","Eastern Temperate","Forests—Temperate Eastern","","Forests—Temperate Eastern","",11741,"Melanerpes carolinus","Red-bellied Woodpecker","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","YES","YES","YES","","","","Piciformes","Picidae","Melanerpes","carolinus","LC","0","NO",0,"N",3,1,73.5,NA,NA,1,NA,NA,NA,NA,NA,NA,4,3,NA,2,NA,"","Woodland",4,"Medium",6,"Omnivore","3","3","T","4","T","","","T","ACORNASSEED","C-H","",NA,NA,NA,3,7,"CV","C,P,T","2","18",NA,2,8,NA,12,NA,22,27,5,2,NA,1,NA,0.52,1,"12.1",0.56,1.11,9.73,2.67,"(Linnaeus, 1758)"
"678",957,"Sphyrapicus thyroideus",-111.51103287,40.43727649,-108.3687929,30.1628819,1175,64912,74514,14552,0,"Williamson's Sapsucker","Sphyrapicus thyroideus","landbird","Piciformes","Picidae","",1,1,1,0,"PM",NA,NA,4,"PIFcalc19","","300,000",300000,"290,000",290000,2010.5,"PIFcalc19","",100,98.58633423,"98.58633",98.58633423,"eBrd17(UsCa,WHem)",3,648480,"Natureserve 3.0","",3,746032,"Natureserve 3.0","Agree with NS.",3,"PIFTC-02","",3,"PIFTC-02","",2,"BBS7017","",0.282,"BBS7017",-0.58,1.1,-0.202,0.783,0.225,182,13.0594588,-19.84179725,91.3817915,NA,12,12,12,"","LC","","","Intermountain West","Intermountain West","Forests—Temperate Western","","Forests—Temperate Western","Forests—Mesoamerican Pine-Oak",11753,"Sphyrapicus thyroideus","Williamson's Sapsucker","Sphyrapicus thyroideus","Sphyrapicus thyroideus","Sphyrapicus thyroideus","YES","YES","YES","","","","Piciformes","Picidae","Sphyrapicus","thyroideus","LC","0","NO",0,"LN",2,1,54,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",2,"High",3,"Invertebrate","6","1","","","","","","","3","All Layers","",NA,NA,NA,6,1,"CV","C,T","0.8","26",NA,3,7,5,12,14,31,32,1,1,NA,NA,1,0.42,1,"4",0.49,1.02,7.09,1.94,"(Cassin, 1851)"
"679",958,"Sphyrapicus varius",-98.91707441,52.8253802,-91.61885515,27.66425385,2859,447232,435480,0,111961,"Yellow-bellied Sapsucker","Sphyrapicus varius","landbird","Piciformes","Picidae","Monotypic.",1,1,1,1,"M",NA,NA,2,"PIFcalc19","distance revised to 125 m based on review of large boreal dataset, score reverts to PS=2 (Blancher email, Dec. 20, 2008)","14,000,000",14000000,"14,000,000",14000000,2010.5,"PIFcalc19","",100,99.99388123,"99.99388",99.99388123,"bbs0514(UsCa)",1,4453193,"Natureserve 3.0","",1,4359569,"Natureserve 3.0","",2,"PIFTC-02","",2,"PIFTC-02","",1,"BBS7017","",1.421,"BBS7017",1,1.8,1.167,1.651,1.86,1149,92.9644013,58.877306,126.9561737,NA,6,6,6,"","LC","yes","","Northern Forest","Widespread","Forests—Boreal","Forests—Temperate Eastern","Forests—Temperate Generalist","",11756,"Sphyrapicus varius","Yellow-bellied Sapsucker","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","YES","YES","YES","","","","Piciformes","Picidae","Sphyrapicus","varius","LC","0","NO",0,"LN",2,1,48.5,2,NA,1,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,"","Woodland",4,"High",5,"Omnivore","4","3","","3","","","","T","T","G-H","",NA,NA,3.5,4,6,"CV","T ","2","20",8.5,4,7,4.93,12,13,25,29,4,1,NA,NA,NA,0.52,1,"7.8",0.47,0.99,7.31,2.04,"(Linnaeus, 1766)"
"680",959,"Sphyrapicus nuchalis",-112.81149834,43.04558607,-108.96341363,30.1954732,1467,207562,184577,30700,0,"Red-naped Sapsucker","Sphyrapicus nuchalis","landbird","Piciformes","Picidae","Monotypic.",1,1,1,0,"M",NA,NA,3,"PIFcalc19","","2,000,000",2000000,"2,000,000",2000000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(UsCa)",2,2072193,"Natureserve 3.0","",2,1847674,"Natureserve 3.0","",3,"PIFTC-02","Panjabi: large-scale die-back of aspen forest and continuing degradation of riparian habitats is a threat in the southern Rockies.",3,"PIFTC-02","",1,"BBS7017","",1.154,"BBS7017",0.75,1.61,0.916,1.42,0.903,378,70.121754,38.1634716,110.791716,NA,9,9,9,"","LC","","","Intermountain West","North American Southwest","Forests—Temperate Western","","Forests—Temperate Western","Aridlands—Desert Riparian",11758,"Sphyrapicus nuchalis","Red-naped Sapsucker","Sphyrapicus nuchalis","Sphyrapicus nuchalis","Sphyrapicus nuchalis","YES","YES","YES","","","","Piciformes","Picidae","Sphyrapicus","nuchalis","LC","0","NO",0,"LN",2,1,48.5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Woodland",2,"High",2,"Invertebrate","6","1","","T","","","","3","","C-L","",NA,NA,NA,6,4,"CV","T","1","25",NA,3,7,NA,13,NA,25,28,3,1,NA,NA,NA,0.42,1,"6.8",0.49,1.03,7.18,1.95,"Baird, 1858"
"681",960,"Sphyrapicus ruber",-126.40669555,50.73660399,-124.21878428,45.53280939,601,100012,72422,54362,839,"Red-breasted Sapsucker","Sphyrapicus ruber","landbird","Piciformes","Picidae","",1,1,1,0,"PM",NA,NA,3,"PIFcalc19","","2,800,000",2800000,"2,800,000",2800000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(UsCa)",3,995493,"Natureserve 3.0","",3,613221,"Natureserve 3.0","NS map is wrong, stating BC area as permanent resident when should be only breeding. BNA map for British Columbia is much more accurate. This error should overinflate the winter range (middle 4 at ~721,000, so 'error' did not change score) and not impact",3,"PIFTC-02","",3,"PIFTC-02","",1,"BBS7017","",1.281,"BBS7017",0.69,1.77,0.924,1.582,1.043,288,79.1980423,38.6714817,136.10253,NA,10,10,10,"","LC","","","Pacific North America","Pacific North America","Forests—Temperate Western","","Forests—Temperate Western","",11760,"Sphyrapicus ruber","Red-breasted Sapsucker","Sphyrapicus ruber","Sphyrapicus ruber","Sphyrapicus ruber","YES","YES","YES","","","","Piciformes","Picidae","Sphyrapicus","ruber","LC","0","NO",0,"N",3,1,47.5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Woodland",2,"High",4,"Omnivore","5","2","","1","","","","","2","C-H","",NA,NA,3,5,3,"CV","T","","",NA,4,7,NA,14,15,28,30,2,1,NA,NA,NA,0.45,1,"6.8",0.47,1.03,6.74,1.88,"(Gmelin, 1788)"
"682",963,"Picoides arcticus",-108.72573797,54.53479738,-108.72573797,54.53479738,0,677121,677121,677121,0,"Black-backed Woodpecker","Picoides arcticus","landbird","Piciformes","Picidae","Monotypic.",1,1,0,0,"R",NA,NA,3,"PIFcalc19","","1,700,000",1700000,"1,700,000",1700000,2010.5,"PIFcalc19","",100,NA,"",NA,"eBrd17(UsCa)",1,6740879,"Natureserve 3.0","",1,6740879,"Natureserve 3.0","BNA more accurate, a little less expansive than NS map. I'm 'okay' with the change in score (the only reason I hesitate about the one is its tendency in BC at least to be at higher elevations). See general comment on boreal birds.",3,"PIFTC-02","Needs fire, but this is common in Canada; need input from northerners.",3,"PIFTC-02","",1,"BBS7017","",2.215,"BBS7017",1.18,3.19,1.622,2.78,0.067,298,164.8618909,70.3726578,290.2085256,NA,8,8,8,"","LC","","","Northern Forest","Northern Forest","Forests—Boreal","Forests—Temperate Western","Forests—Boreal","Forests—Temperate Western",11893,"Picoides arcticus","Black-backed Woodpecker","Picoides arcticus","Picoides arcticus","Picoides arcticus","YES","YES","YES","","","","Piciformes","Picidae","Picoides","arcticus","LC","0","NO",0,"N",3,1,74.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",1,"High",4,"Invertebrate","10","T","","T","","","","T","","L","",NA,NA,NA,10,0,"CV","C,P,T","0.71","11",NA,2,4,NA,13,NA,21,25,4,NA,NA,1,NA,NA,NA,"4.92",0.69,1.43,9.12,3.35,"(Swainson, 1832)"
"683",965,"Dryobates pubescens",-105.46872192,48.27934938,-105.46872192,48.27934938,0,1280022,1280022,1280022,0,"Downy Woodpecker","Dryobates pubescens","landbird","Piciformes","Picidae","Formerly included in the genus Picoides.",1,1,1,0,"R",NA,NA,2,"PIFcalc19","","13,000,000",13000000,"13,000,000",13000000,2010.5,"PIFcalc19","",100,99.99742126,"99.99742",99.99742126,"bbs0514(UsCa)",1,12755791,"Natureserve 3.0","",1,12755791,"Natureserve 3.0","",2,"PIFTC-02","",1,"PIFTC-02","",2,"BBS7017","",0.073,"BBS7017",-0.02,0.16,0.022,0.123,1.015,3483,3.4705938,-0.33753943,7.2154676,NA,7,6,7,"","LC","yes","","Nearctic","Nearctic","Forests—Temperate Generalist","","Forests—Temperate Generalist","",11994,"Dryobates pubescens","Downy Woodpecker","Dryobates pubescens","Dryobates pubescens","Dryobates pubescens","YES","YES","YES","Picoides pubescens","","","Piciformes","Picidae","Dryobates","pubescens","LC","0","NO",0,"N",3,1,26.5,1,NA,2,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,"","Forest",4,"Medium",4,"Invertebrate","7","1","","1","","","","1","","C-L","",NA,NA,2,7,3,"CV","C,P,T","","",NA,3,7,4.81,12,NA,20,23,3,2,NA,NA,2,0.52,1,"11.65",0.57,1.02,8.48,2.53,"(Linnaeus, 1766)"
"684",966,"Dryobates nuttallii",-120.58933222,37.29698411,-120.58933222,37.29698411,0,18383,18383,18383,0,"Nuttall's Woodpecker","Dryobates nuttallii","landbird","Piciformes","Picidae","Monotypic. Formerly included in the genus Picoides.",0,1,1,0,"R",NA,NA,3,"PIFcalc19","","850,000",850000,"750,000",750000,2010.5,"PIFcalc19","",100,88.51544189,"88.51544",88.51544189,"bbs0514(UsCa), eBrd17(WHem)",4,183723,"Natureserve 3.0","",4,183723,"Natureserve 3.0","",3,"PIFSC-15","Specialized on California oakland.  seems to fit definition of ""3""  Specialized but habitat is relatively secure in many parts of range (CB, KVR, WE, TW, DP); we made it a 4 because of oak disease killing trees (CB); is oak disease a high threat? (AP)",3,"PIFTC-02","should not be higher than TB",1,"BBS7017","",1.105,"BBS7017",0.69,1.5,0.845,1.341,2.127,126,66.3426722,32.2048819,93.547917,NA,11,11,11,"","LC","","","Pacific North America","Pacific North America","Forests—Temperate Western","","Forests—Temperate Western","",11977,"Dryobates nuttallii","Nuttall's Woodpecker","Dryobates nuttallii","Dryobates nuttallii","Dryobates nuttallii","YES","YES","YES","Picoides nuttallii","","","Piciformes","Picidae","Dryobates","nuttallii","LC","0","NO",0,"N",3,1,37.5,4,NA,1,3,NA,NA,NA,NA,NA,5,2,NA,NA,NA,"","Woodland",5,"High",4,"Invertebrate","8","1","","1","","","","T","","L-M","",NA,NA,NA,8,2,"CV","C,P,T","1","14",5,3,6,NA,14,NA,15,NA,15,NA,1,NA,1,0.62,NA,"8.75",0.6,1.1,8.75,2.6,"(Gambel, 1843)"
"685",967,"Dryobates scalaris",-103.08309554,27.03286277,-103.08309554,27.03286277,0,290247,290247,290247,0,"Ladder-backed Woodpecker","Dryobates scalaris","landbird","Piciformes","Picidae","Formerly included in the genus Picoides.",0,1,1,1,"R",NA,NA,2,"PIFcalc19","","5,500,000",5500000,"2,400,000",2400000,2010.5,"PIFcalc19","",100,42.85444641,"42.85445",42.85444641,"bbs0514(UsCa), eBrd17(WHem)",2,2820421,"Natureserve 3.0","",2,2820421,"Natureserve 3.0","",2,"PIFTC-02","",2,"PIFTC-02","",3,"MX-NSAC 2008","mantenemos el 3, Mucho Mas del 50% de la distribucion esta en Mexico, donde la especie es comun aun en condiciones de mucha perturbacion.",NA,"",NA,NA,NA,NA,NA,NA,14.4777504,-0.0156875,34.2406554,NA,9,9,9,"","LC","","","North American Southwest","North American Southwest","Aridlands—Desert Scrub","Forests—Tropical Dry","Aridlands—Desert Scrub","Forests—Tropical Dry",11978,"Dryobates scalaris","Ladder-backed Woodpecker","Dryobates scalaris","Dryobates scalaris","Dryobates scalaris","YES","YES","YES","Picoides scalaris","","","Piciformes","Picidae","Dryobates","scalaris","LC","0","NO",0,"LN",2,1,34.5,5,NA,3,2,NA,NA,NA,NA,1,NA,4,6,NA,NA,"","Desert",6,"Medium",2,"Invertebrate","10","T","","","","","","","","All Layers","",NA,NA,NA,10,0,"CV","K,P,T","1","9",NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,1,"4.5",0.61,1.11,8.37,2.52,"(Wagler, 1829)"
"686",975,"Piculus simplex",-84.22323454,12.77112847,-84.22323454,12.77112847,0,9259,9259,9259,0,"Rufous-winged Woodpecker","Piculus simplex","landbird","Piciformes","Picidae","Monotypic.",0,0,0,1,"R",NA,NA,4,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,92899,"NatureServe","",4,92899,"NatureServe","",4,"PIF CAW 2014","",4,"PIF CAW 2014","",5,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,"Watch List - Red","LC","","","Gulf-Caribbean Lowlands","Gulf-Caribbean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",12204,"Piculus simplex","Rufous-winged Woodpecker","Piculus simplex","Piculus simplex","Piculus simplex","YES","YES","YES","","","","Piciformes","Picidae","Piculus","simplex","LC","0","NO",0,"L",1,1,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",1,"High",1,"Invertebrate","10","","","","","","","","","M-C","",NA,NA,3,10,0,"CV","C","2.5","5",NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.7,1.42,9.84,3.46,"(Salvin, 1870)"
"687",976,"Piculus callopterus",-78.466589,8.84913165,-78.466589,8.84913165,0,555,555,555,0,"Stripe-cheeked Woodpecker","Piculus callopterus","landbird","Piciformes","Picidae","Monotypic.",0,0,0,1,"R",NA,NA,5,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,5400,"NatureServe","",5,5400,"NatureServe","",3,"PIF CAW 2014","",3,"PIF CAW 2014","",4,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,"Watch List - Red","LC","","","Trans-Andean Lowlands","Trans-Andean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",12207,"Piculus callopterus","Stripe-cheeked Woodpecker","Piculus callopterus","Piculus callopterus","Piculus callopterus","YES","YES","YES","","","","Piciformes","Picidae","Piculus","callopterus","LC","1","YES",0,"L",1,1,69,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",3,"High",1,"Invertebrate","10","","","","","","","","","L-M","",NA,NA,3,10,0,"CV","C,T","6","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.73,1.39,10.02,3.63,"(Lawrence, 1862)"
"688",977,"Piculus chrysochloros",-59.17718058,-6.59859124,-59.17718058,-6.59859124,0,862325,862325,862325,0,"Golden-green Woodpecker","Piculus chrysochloros","landbird","Piciformes","Picidae","",0,0,0,1,"R",NA,NA,3,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",1,8619875,"NatureServe","",1,8619875,"NatureServe","",4,"PIF CAW 2014","",4,"PIF CAW 2014","",5,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,"Watch List - Yel-D","LC","","","South American Lowlands","South American Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",12217,"Piculus chrysochloros","Golden-green Woodpecker","Piculus chrysochloros","Piculus chrysochloros","Piculus chrysochloros","YES","YES","YES","","","","Piciformes","Picidae","Piculus","chrysochloros","LC","0","NO",0,"L",2,2,55,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",3,"Medium",1,"Invertebrate","10","","","","","","","","","H-M","",NA,NA,3,10,0,"CV","N,T","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.71,1.41,10.5,3.58,"(Vieillot, 1818)"
"689",978,"Colaptes rubiginosus",-73.11546309,4.0696738,-73.11546309,4.0696738,0,224313,224313,224313,0,"Golden-olive Woodpecker","Colaptes rubiginosus","landbird","Piciformes","Picidae","",0,0,1,1,"R",NA,NA,3,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",2,1827176,"Natureserve 3.0","",2,1827176,"Natureserve 3.0","",2,"MX-NSAC","",2,"MX-NSAC","tolerant of disturbance",4,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,"","LC","","","Central and South American Highlands","Central and South American Highlands","Forests—Tropical Generalist","","Forests—Tropical Generalist","",12228,"Colaptes rubiginosus","Golden-olive Woodpecker","Colaptes rubiginosus","Colaptes rubiginosus","Colaptes rubiginosus","YES","YES","YES","Piculus rubiginosus","","","Piciformes","Picidae","Colaptes","rubiginosus","LC","0","NO",0,"L",2,2,69.5,1,NA,2,4,NA,NA,NA,NA,NA,6,3,5,NA,NA,"","Forest",6,"Medium",2,"Invertebrate","10","T","","","","","","","","L-C","",NA,NA,3,10,0,"CV","C,T","1.2","18",NA,2,4,NA,NA,NA,24,NA,24,NA,NA,NA,NA,NA,NA,"",0.69,1.19,8.3,3,"(Swainson, 1820)"
"690",979,"Colaptes auricularis",-104.4491509,22.15019396,-104.4491509,22.15019396,0,20310,20310,20310,0,"Gray-crowned Woodpecker","Colaptes auricularis","landbird","Piciformes","Picidae","Monotypic.",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,197267,"Natureserve 3.0","",4,197267,"Natureserve 3.0","",4,"MX-NSAC","global score should reflect regional experts' opinion.",4,"MX-NSAC","moderate habitat loss",4,"MX-NSAC-12","MX endemic, all regions suggest PT=4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,"Watch List - Red","LC","","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Dry","","Forests—Tropical Dry","",12254,"Colaptes auricularis","Grey-crowned Woodpecker","Colaptes auricularis","Colaptes auricularis","Colaptes auricularis","YES","YES","YES","Piculus auricularis","","Grey-crowned Woodpecker","Piciformes","Picidae","Colaptes","auricularis","LC","0","YES",0,"L",2,1,60,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",2,"High",2,"Invertebrate","7","3","","","","","","","","L-H","",NA,NA,NA,7,3,"CV","T","1.2","18",NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.65,0.94,9.12,2.58,"(Salvin & Godman, 1889)"
"691",980,"Colaptes punctigula",-68.17813776,-2.05608105,-68.17813776,-2.05608105,0,339405,339405,339405,0,"Spot-breasted Woodpecker","Colaptes punctigula","landbird","Piciformes","Picidae","",0,0,0,1,"R",NA,NA,3,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",2,3381510,"NatureServe","",2,3381510,"NatureServe","",2,"PIF CAW 2014","",2,"PIF CAW 2014","",2,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,"","LC","","","South American Lowlands","South American Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",12270,"Colaptes punctigula","Spot-breasted Woodpecker","Colaptes punctigula","Colaptes punctigula","Colaptes punctigula","YES","YES","YES","","","","Piciformes","Picidae","Colaptes","punctigula","LC","0","NO",0,"L",1,2,60,1,NA,2,6,8,NA,NA,NA,NA,7,3,4,5,NA,"","Forest",8,"Medium",1,"Invertebrate","10","","","","","","","","","G-M","",NA,NA,NA,10,0,"CV","C,P,T","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.67,0.95,7.97,2.66,"(Boddaert, 1783)"
"692",981,"Colaptes auratus",-99.78324768,50.47595343,-90.95142587,36.26714555,1730,1080479,451092,387078,0,"Northern Flicker","Colaptes auratus","landbird","Piciformes","Picidae","",1,1,1,1,"PM",NA,NA,2,"PIFcalc19","","12,000,000",12000000,"11,000,000",11000000,2010.5,"PIFcalc19","",100,94.2016449,"94.20164",94.2016449,"bbs0514(UsCa), eBrd17(WHem)",1,14801848,"Natureserve 3.0","",1,9828397,"Natureserve 3.0","",2,"PIFTC-02","DD='populations demonstrably secure'  suggests TB 2.  BNA suports this with statement that populations not seriously endangered by human acitvities.  However, BNA also supports that it is 'moderately vulnerable'  through sensitivity to nest site competiti",2,"PIFTC-02","DD=lack of need for breeding sites nullifies threats associated with breeding season.",4,"BBS7017","",-1.224,"BBS7017",-1.34,-1.11,-1.29,-1.155,2.851,4181,-43.87838336,-46.57541771,-40.75888432,NA,9,9,9,"","LC","yes","","Nearctic","Nearctic","Forests—Generalist","","Forests—Temperate Generalist","",12293,"Colaptes auratus","Yellow-shafted Flicker","Colaptes auratus","Colaptes auratus","Colaptes auratus","YES","YES","YES","","","Northern Flicker","Piciformes","Picidae","Colaptes","auratus","LC","0","NO",0,"LN",2,1,135,2,NA,1,NA,NA,4,NA,NA,NA,3,5,6,NA,NA,"","Woodland",6,"Medium",3,"Invertebrate","7","2","","1","","","","","","G-U","",NA,NA,NA,7,3,"CV","B,C,G,P,T","3","27",NA,3,17,6.5,11,12,25,28,3,1,NA,NA,NA,0.56,1,"12.5",0.57,1.08,9.71,2.7,"(Linnaeus, 1758)"
"693",982,"Colaptes chrysoides",-112.58998525,30.61897165,-112.58998525,30.61897165,0,37762,37762,37762,0,"Gilded Flicker","Colaptes chrysoides","landbird","Piciformes","Picidae","",0,1,1,0,"R",NA,NA,3,"PIFcalc19","","770,000",770000,"190,000",190000,2010.5,"PIFcalc19","",100,25.00466156,"25.00466",25.00466156,"bbs0514(UsCa), eBrd17(WHem)",3,377752,"Natureserve 3.0","",3,377752,"Natureserve 3.0","",4,"PIFTC-02","Should be doing better in MX than in U.S.  Need large tracts of riparian & big trees; don't go into towns; Need info on trends in saguaro!; global score should reflect regional experts' opinion;.  Krueper, Dave: Invasive grasses such as red brome and bufflegrass are increasing frequency and intensity of fire in Sonoran Desert, killing saguaro with little recruitment after.  They do go into towns (CB) but at a lower rate than GIWO; competition from Startliings; with fire saguaros die",3,"PIFTC-02","",4,"BBS7017","",-0.925,"BBS7017",-2.21,0.45,-1.704,-0.098,7.238,38,-33.61961201,-61.50492975,20.0776097,33,14,13,14,"Watch List - Yel-D","LC","","","North American Southwest","North American Southwest","Aridlands—Desert Scrub","Aridlands—Desert Riparian","Aridlands—Desert Scrub","Aridlands—Desert Riparian",12310,"Colaptes chrysoides","Gilded Flicker","Colaptes chrysoides","Colaptes chrysoides","Colaptes chrysoides","YES","YES","YES","","","","Piciformes","Picidae","Colaptes","chrysoides","LC","0","NO",0,"N",3,1,110.5,NA,NA,4,1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,"","Shrub",4,"Low",3,"Invertebrate","7","2","","1","","","","","","G-H","",NA,NA,NA,7,3,"CV","C,K,T","1.5","12",NA,3,5,NA,11,NA,24,25,1,NA,NA,1,NA,NA,NA,"6.33",0.7,1.26,9.95,3.27,"(Malherbe, 1852)"
"694",984,"Celeus loricatus",-77.14921244,6.48843262,-77.14921244,6.48843262,0,29795,29795,29795,0,"Cinnamon Woodpecker","Celeus loricatus","landbird","Piciformes","Picidae","",0,0,0,1,"R",NA,NA,4,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,297051,"NatureServe","",4,297051,"NatureServe","",4,"PIF CAW 2014","",4,"PIF CAW 2014","",5,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,"Watch List - Red","LC","","","Trans-Andean Lowlands","Trans-Andean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",12330,"Celeus loricatus","Cinnamon Woodpecker","Celeus loricatus","Celeus loricatus","Celeus loricatus","YES","YES","YES","","","","Piciformes","Picidae","Celeus","loricatus","LC","0","NO",0,"L",1,2,78.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",1,"High",2,"Invertebrate","8","2","","","","","","","","C-L","",NA,NA,4,8,2,"CV","C,T","6","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.74,1.43,10.23,3.75,"(Reichenbach, 1854)"
